Witch Hat|-2.0129,2.0857,2.0289|60.0000,70.0000,0.0000
Pumpkin_F|1.8835,0.3355,-2.0727|0.0000,330.0000,0.0000
Pumpkin_G|-1.9401,1.1199,-2.0623|-0.0000,90.0000,-0.0000
Candle_G|2.4121,0.0019,-3.8657|-0.0000,0.0000,0.0000
Candle_A|2.6137,0.0019,-3.8838|-0.0000,0.0000,0.0000
Candle_D|2.3406,0.0019,-3.6970|-0.0000,0.0000,0.0000
Candle_A|2.4143,0.0019,-3.7171|-0.0000,0.0000,0.0000
Candle_Group_A|2.5446,0.0019,-3.8062|0.0000,330.0000,0.0000
Candle_Group_B|1.6639,0.0019,-3.4763|-0.0000,0.0000,0.0000
Candle_E|1.6091,0.0019,-3.4122|-0.0000,0.0000,0.0000
Candle_Group_A|1.5425,0.0019,-3.5352|-0.0000,0.0000,0.0000
Candle_B|1.4741,0.0019,-3.4388|-0.0000,0.0000,0.0000
Head_Candle_C|1.6125,0.9928,-3.8864|30.0000,-0.0000,-0.0000
Head_Candle_D|6.1543,2.5763,-3.0359|30.0000,270.0000,0.0000
Candle_Group_B|0.7002,1.3309,-3.2281|-0.0000,0.0000,0.0000
Candle_Group_C|0.5626,1.3309,-3.2173|0.0000,280.0000,0.0000
Candle_G|0.4699,1.3309,-3.2520|-0.0000,0.0000,0.0000
Candle_H|0.7266,1.3309,-3.1525|-0.0000,0.0000,0.0000
Candle_Group_C|-0.8984,1.3309,-3.8023|-0.0000,0.0000,0.0000
Candle_H|-0.8410,1.3309,-3.6530|-0.0000,0.0000,0.0000
Candle_Group_C|-0.9304,1.3309,-3.6105|-0.0000,50.0000,-0.0000
Candle_F|-0.8387,1.3309,-3.5635|-0.0000,0.0000,0.0000
Candle_E|0.8524,1.3309,-3.3674|-0.0000,0.0000,0.0000
Candle_C|-0.8923,1.3309,-3.4751|-0.0000,0.0000,0.0000
Candle_Group_A|6.0924,0.0019,-0.1818|0.0000,270.0000,0.0000
Candle_Group_C|6.0231,0.0019,-0.0768|0.0000,260.0000,0.0000
Candle_H|5.9790,0.0019,-0.1608|-0.0000,0.0000,0.0000
Candle_C|6.0865,0.0019,-0.3276|-0.0000,0.0000,0.0000
Candle_E|6.0454,0.0019,-0.2587|-0.0000,0.0000,0.0000
Candle_A|5.9054,0.0019,-0.0724|-0.0000,0.0000,0.0000
Skeleton_head|-1.5680,0.6963,-0.9669|-0.0000,90.0000,-0.0000
Candle_H|2.0009,0.0019,3.4544|-0.0000,0.0000,0.0000
Candle_G|2.0390,0.0019,3.3614|-0.0000,0.0000,0.0000
Candle_Group_B|1.9634,0.0019,3.3862|-0.0000,0.0000,0.0000
Candle_A|1.9046,0.0019,3.4782|-0.0000,0.0000,0.0000
Candle_D|-0.0269,2.9747,-0.0312|-0.0000,0.0000,0.0000
Candle_H|-0.1409,2.9747,-0.0644|-0.0000,0.0000,0.0000
Candle_C|-0.2600,2.9147,-0.0256|-0.0000,0.0000,0.0000
Candle_C|0.0849,2.9347,-0.0548|-0.0000,0.0000,0.0000
Candle_Group_C|-0.4293,2.9347,-0.0166|-0.0000,0.0000,0.0000
Candle_D|-0.5781,2.9547,-0.0019|-0.0000,0.0000,0.0000
Candle_Group_A|0.2032,2.9347,-0.0386|-0.0000,0.0000,0.0000
