Head_Candle_a|-1.5589,0.8132,2.6974|-0.0000,170.0000,-0.0000
Candle_A|-1.7051,0.8124,2.5662|-0.0000,0.0000,0.0000
Candle_A|-1.6411,0.8118,2.5712|-0.0000,0.0000,0.0000
Candle_A|-1.4667,0.8122,2.6813|-0.0000,0.0000,0.0000
Candle_F|-1.4328,0.8108,2.6352|-0.0000,0.0000,0.0000
Candle_Group_B|-1.7465,0.8138,2.6494|0.0000,200.0000,0.0000
Candle_B|-1.6881,0.8161,2.7630|-0.0000,0.0000,0.0000
Candle_D|-1.6734,0.8111,2.5170|-0.0000,0.0000,0.0000
Candle_Group_A|-1.3692,0.8115,2.6813|-0.0000,120.0000,-0.0000
Candle_D|-1.4024,0.8093,2.5810|-0.0000,0.0000,0.0000
book-evil-open|-1.5368,0.8075,2.4217|0.0002,160.0000,-0.0000
